,pid,act,start,end,duration
242,48,leisure,930,1005,75
243,48,home,1005,1440,435
244,49,home,0,405,405
245,49,work,405,1005,600
246,49,leisure,1005,1065,60
247,49,home,1065,1440,375
248,50,home,0,375,375
249,50,work,375,795,420
250,50,shop,795,900,105
251,50,home,900,1005,105
252,50,education,1005,1065,60
253,50,home,1065,1440,375
254,51,home,0,375,375
255,51,work,375,795,420
256,51,education,795,960,165
257,51,shop,960,975,15
258,51,home,975,1440,465
259,52,home,0,390,390
260,52,shop,390,420,30
261,52,leisure,420,450,30
262,52,work,450,915,465
263,52,shop,915,960,45
264,52,home,960,1440,480
265,53,home,0,405,405
266,53,shop,405,420,15
267,53,work,420,930,510
268,53,shop,930,960,30
269,53,home,960,1440,480
270,54,home,0,405,405
271,54,work,405,960,555
272,54,leisure,960,1065,105
273,54,home,1065,1440,375
274,55,home,0,390,390
275,55,shop,390,405,15
276,55,work,405,945,540
277,55,home,945,1440,495
278,56,home,0,375,375
279,56,shop,375,435,60
280,56,work,435,885,450
281,56,home,885,1440,555
282,57,home,0,375,375
283,57,work,375,795,420
284,57,education,795,975,180
285,57,shop,975,990,15
286,57,home,990,1440,450
287,58,home,0,390,390
288,58,work,390,810,420
289,58,shop,810,960,150
290,58,home,960,1035,75
291,58,leisure,1035,1050,15
292,58,home,1050,1440,390
293,59,home,0,405,405
294,59,work,405,810,405
295,59,education,810,930,120
296,59,leisure,930,990,60
297,59,home,990,1110,120
298,59,shop,1110,1125,15
299,59,home,1125,1440,315
300,60,home,0,390,390
301,60,work,390,825,435
302,60,education,825,975,150
303,60,shop,975,990,15
304,60,home,990,1440,450
305,61,home,0,375,375
306,61,work,375,795,420
307,61,education,795,990,195
308,61,leisure,990,1050,60
309,61,home,1050,1440,390
310,62,home,0,390,390
311,62,shop,390,450,60
312,62,work,450,975,525
313,62,leisure,975,1065,90
314,62,home,1065,1440,375
315,63,home,0,390,390
316,63,shop,390,450,60
317,63,work,450,915,465
318,63,shop,915,960,45
319,63,home,960,1215,255
320,63,leisure,1215,1275,60
321,63,home,1275,1440,165
322,64,home,0,375,375
323,64,work,375,810,435
324,64,education,810,975,165
325,64,home,975,1155,180
326,64,shop,1155,1170,15
327,64,home,1170,1440,270
328,65,home,0,390,390
329,65,work,390,990,600
330,65,leisure,990,1065,75
331,65,home,1065,1440,375
332,66,home,0,375,375
333,66,leisure,375,390,15
334,66,work,390,930,540
335,66,shop,930,960,30
336,66,home,960,1440,480
337,67,home,0,390,390
338,67,leisure,390,405,15
339,67,work,405,975,570
340,67,shop,975,990,15
341,67,home,990,1440,450
342,68,home,0,375,375
343,68,shop,375,405,30
344,68,education,405,510,105
345,68,work,510,1020,510
346,68,education,1020,1080,60
347,68,home,1080,1440,360
348,69,home,0,390,390
349,69,work,390,930,540
350,69,leisure,930,990,60
351,69,home,990,1440,450
352,70,home,0,375,375
353,70,work,375,795,420
354,70,education,795,1035,240
355,70,home,1035,1440,405
356,71,home,0,375,375
357,71,work,375,795,420
358,71,shop,795,870,75
359,71,home,870,1440,570
360,72,home,0,375,375
361,72,shop,375,390,15
362,72,work,390,960,570
363,72,shop,960,975,15
364,72,home,975,1215,240
365,72,leisure,1215,1230,15
366,72,home,1230,1440,210
367,73,home,0,420,420
368,73,shop,420,450,30
369,73,work,450,885,435
370,73,home,885,1080,195
371,73,shop,1080,1095,15
372,73,home,1095,1440,345
373,74,home,0,390,390
374,74,work,390,960,570
375,74,leisure,960,1020,60
376,74,home,1020,1440,420
377,75,home,0,405,405
378,75,work,405,885,480
379,75,shop,885,960,75
380,75,home,960,1440,480
381,76,home,0,390,390
382,76,shop,390,450,60
383,76,work,450,975,525
384,76,leisure,975,1065,90
385,76,home,1065,1440,375
386,77,home,0,375,375
387,77,leisure,375,390,15
388,77,work,390,960,570
389,77,leisure,960,1035,75
390,77,home,1035,1440,405
391,78,home,0,405,405
392,78,leisure,405,420,15
393,78,work,420,990,570
394,78,shop,990,1005,15
395,78,home,1005,1440,435
396,79,home,0,390,390
397,79,shop,390,420,30
398,79,work,420,975,555
399,79,education,975,1065,90
400,79,home,1065,1260,195
401,79,leisure,1260,1335,75
402,79,home,1335,1440,105
403,80,home,0,375,375
404,80,shop,375,390,15
405,80,education,390,495,105
406,80,work,495,930,435
407,80,home,930,1155,225
408,80,leisure,1155,1215,60
409,80,home,1215,1440,225
410,81,home,0,405,405
411,81,shop,405,465,60
412,81,work,465,1005,540
413,81,education,1005,1080,75
414,81,home,1080,1440,360
415,82,home,0,390,390
416,82,leisure,390,405,15
417,82,work,405,975,570
418,82,shop,975,990,15
419,82,home,990,1185,195
420,82,shop,1185,1200,15
421,82,home,1200,1440,240
422,83,home,0,375,375
423,83,work,375,795,420
424,83,education,795,930,135
425,83,shop,930,960,30
426,83,home,960,1095,135
427,83,leisure,1095,1140,45
428,83,home,1140,1440,300
429,84,home,0,375,375
430,84,shop,375,405,30
431,84,work,405,1020,615
432,84,education,1020,1080,60
433,84,home,1080,1440,360
434,85,home,0,390,390
435,85,work,390,810,420
436,85,shop,810,945,135
437,85,home,945,1140,195
438,85,leisure,1140,1200,60
439,85,home,1200,1440,240
440,86,home,0,390,390
441,86,work,390,1005,615
442,86,leisure,1005,1080,75
443,86,home,1080,1440,360
444,87,home,0,405,405
445,87,shop,405,420,15
446,87,work,420,960,540
447,87,shop,960,975,15
448,87,home,975,1155,180
449,87,shop,1155,1170,15
450,87,home,1170,1440,270
451,88,home,0,390,390
452,88,work,390,810,420
453,88,education,810,1005,195
454,88,home,1005,1215,210
455,88,leisure,1215,1275,60
456,88,home,1275,1440,165
457,89,home,0,390,390
458,89,leisure,390,435,45
459,89,work,435,990,555
460,89,education,990,1080,90
461,89,home,1080,1440,360
462,90,home,0,375,375
463,90,work,375,915,540
464,90,leisure,915,990,75
465,90,home,990,1440,450
466,91,home,0,375,375
467,91,work,375,915,540
468,91,shop,915,960,45
469,91,home,960,1440,480
470,92,home,0,390,390
471,92,work,390,945,555
472,92,leisure,945,1020,75
473,92,home,1020,1440,420
474,93,home,0,375,375
475,93,work,375,810,435
476,93,education,810,930,120
477,93,shop,930,960,30
478,93,home,960,1440,480
479,94,home,0,390,390
480,94,shop,390,450,60
481,94,work,450,975,525
482,94,education,975,1080,105
483,94,home,1080,1440,360
484,95,home,0,390,390
485,95,shop,390,435,45
486,95,work,435,930,495
487,95,leisure,930,1005,75
488,95,home,1005,1440,435
489,96,home,0,375,375
490,96,work,375,1005,630
491,96,education,1005,1080,75
492,96,home,1080,1440,360
493,97,home,0,405,405
494,97,leisure,405,465,60
495,97,work,465,975,510
496,97,shop,975,990,15
497,97,home,990,1155,165
498,97,shop,1155,1170,15
499,97,home,1170,1440,270
500,98,home,0,390,390
501,98,work,390,945,555
502,98,leisure,945,1005,60
503,98,home,1005,1440,435
504,99,home,0,375,375
505,99,work,375,795,420
506,99,education,795,975,180
507,99,shop,975,990,15
508,99,home,990,1200,210
509,99,leisure,1200,1260,60
510,99,home,1260,1440,180
511,100,home,0,375,375
512,100,shop,375,420,45
513,100,work,420,1005,585
514,100,education,1005,1080,75
515,100,home,1080,1440,360
516,101,home,0,390,390
517,101,work,390,1020,630
518,101,leisure,1020,1080,60
519,101,home,1080,1440,360
520,102,home,0,420,420
521,102,shop,420,480,60
522,102,education,480,525,45
523,102,work,525,1035,510
524,102,leisure,1035,1065,30
525,102,home,1065,1440,375
526,103,home,0,405,405
527,103,leisure,405,465,60
528,103,work,465,945,480
529,103,leisure,945,1005,60
530,103,home,1005,1440,435
531,104,home,0,390,390
532,104,leisure,390,405,15
533,104,work,405,975,570
534,104,education,975,1080,105
535,104,home,1080,1440,360
536,105,home,0,375,375
537,105,shop,375,390,15
538,105,education,390,480,90
539,105,work,480,1005,525
540,105,leisure,1005,1065,60
541,105,home,1065,1440,375
542,106,home,0,390,390
543,106,shop,390,420,30
544,106,work,420,915,495
545,106,leisure,915,1005,90
546,106,home,1005,1440,435
547,107,home,0,375,375
548,107,work,375,795,420
549,107,education,795,1050,255
550,107,home,1050,1440,390
551,108,home,0,405,405
552,108,work,405,825,420
553,108,education,825,975,150
554,108,home,975,1440,465
555,109,home,0,435,435
556,109,leisure,435,495,60
557,109,work,495,975,480
558,109,education,975,1050,75
559,109,home,1050,1440,390
560,110,home,0,375,375
561,110,leisure,375,420,45
562,110,work,420,915,495
563,110,shop,915,960,45
564,110,home,960,1140,180
565,110,education,1140,1155,15
566,110,home,1155,1440,285
567,111,home,0,375,375
568,111,work,375,960,585
569,111,leisure,960,1035,75
570,111,home,1035,1440,405
571,112,home,0,405,405
572,112,work,405,990,585
573,112,leisure,990,1065,75
574,112,home,1065,1440,375
575,113,home,0,375,375
576,113,work,375,795,420
577,113,education,795,1005,210
578,113,home,1005,1440,435
579,114,home,0,390,390
580,114,shop,390,450,60
581,114,work,450,990,540
582,114,education,990,1080,90
583,114,home,1080,1440,360
584,115,home,0,375,375
585,115,shop,375,390,15
586,115,education,390,510,120
587,115,work,510,1005,495
588,115,shop,1005,1020,15
589,115,home,1020,1440,420
590,116,home,0,375,375
591,116,work,375,765,390
592,116,education,765,960,195
593,116,shop,960,975,15
594,116,home,975,1440,465
595,117,home,0,405,405
596,117,work,405,945,540
597,117,leisure,945,1005,60
598,117,home,1005,1440,435
599,118,home,0,390,390
600,118,shop,390,405,15
601,118,work,405,825,420
602,118,education,825,1035,210
603,118,home,1035,1440,405
604,119,home,0,375,375
605,119,shop,375,435,60
606,119,work,435,915,480
607,119,leisure,915,990,75
608,119,home,990,1440,450
609,120,home,0,390,390
610,120,work,390,810,420
611,120,education,810,930,120
612,120,shop,930,960,30
613,120,home,960,1440,480
614,121,home,0,420,420
615,121,shop,420,435,15
616,121,leisure,435,465,30
617,121,work,465,960,495
618,121,leisure,960,1020,60
619,121,home,1020,1440,420
620,122,home,0,390,390
621,122,work,390,1005,615
622,122,education,1005,1080,75
623,122,shop,1080,1095,15
624,122,home,1095,1440,345
625,123,home,0,390,390
626,123,shop,390,450,60
627,123,work,450,1005,555
628,123,leisure,1005,1065,60
629,123,home,1065,1440,375
630,124,home,0,390,390
631,124,work,390,810,420
632,124,shop,810,870,60
633,124,home,870,1125,255
634,124,shop,1125,1140,15
635,124,home,1140,1440,300
636,125,home,0,390,390
637,125,work,390,930,540
638,125,shop,930,960,30
639,125,home,960,1440,480
640,126,home,0,375,375
641,126,shop,375,405,30
642,126,work,405,930,525
643,126,shop,930,960,30
644,126,home,960,1440,480
645,127,home,0,390,390
646,127,leisure,390,435,45
647,127,work,435,900,465
648,127,shop,900,960,60
649,127,home,960,1440,480
650,128,home,0,390,390
651,128,leisure,390,450,60
652,128,work,450,1020,570
653,128,education,1020,1080,60
654,128,home,1080,1440,360
655,129,home,0,375,375
656,129,work,375,825,450
657,129,education,825,975,150
658,129,home,975,1155,180
659,129,shop,1155,1170,15
660,129,home,1170,1440,270
661,130,home,0,390,390
662,130,work,390,825,435
663,130,shop,825,960,135
664,130,home,960,1440,480
665,131,home,0,390,390
666,131,shop,390,420,30
667,131,work,420,1050,630
668,131,education,1050,1080,30
669,131,home,1080,1440,360
670,132,home,0,390,390
671,132,shop,390,435,45
672,132,work,435,990,555
673,132,shop,990,1005,15
674,132,home,1005,1440,435
675,133,home,0,390,390
676,133,shop,390,405,15
677,133,leisure,405,420,15
678,133,work,420,990,570
679,133,home,990,1440,450
680,134,home,0,390,390
681,134,work,390,990,600
682,134,education,990,1080,90
683,134,home,1080,1440,360
684,135,home,0,375,375
685,135,shop,375,390,15
686,135,work,390,975,585
687,135,education,975,1080,105
688,135,home,1080,1440,360
689,136,home,0,375,375
690,136,shop,375,420,45
691,136,leisure,420,435,15
692,136,work,435,1005,570
693,136,shop,1005,1020,15
694,136,home,1020,1440,420
695,137,home,0,390,390
696,137,work,390,930,540
697,137,leisure,930,990,60
698,137,shop,990,1005,15
699,137,home,1005,1440,435
700,138,home,0,375,375
701,138,leisure,375,435,60
702,138,work,435,990,555
703,138,education,990,1080,90
704,138,home,1080,1440,360
705,139,home,0,390,390
706,139,shop,390,405,15
707,139,work,405,960,555
708,139,leisure,960,1020,60
709,139,home,1020,1440,420
710,140,home,0,390,390
711,140,leisure,390,405,15
712,140,work,405,945,540
713,140,shop,945,960,15
714,140,home,960,1440,480
715,141,home,0,420,420
716,141,work,420,915,495
717,141,shop,915,960,45
718,141,home,960,1050,90
719,141,shop,1050,1065,15
720,141,home,1065,1440,375
721,142,home,0,375,375
722,142,leisure,375,390,15
723,142,work,390,825,435
724,142,education,825,1005,180
725,142,home,1005,1440,435
726,143,home,0,375,375
727,143,work,375,810,435
728,143,education,810,975,165
729,143,home,975,1440,465
730,144,home,0,375,375
731,144,shop,375,435,60
732,144,work,435,930,495
733,144,leisure,930,990,60
734,144,home,990,1440,450
735,145,home,0,390,390
736,145,work,390,990,600
737,145,home,990,1440,450
738,146,home,0,375,375
739,146,work,375,915,540
740,146,leisure,915,960,45
741,146,shop,960,975,15
742,146,home,975,1185,210
743,146,leisure,1185,1230,45
744,146,home,1230,1440,210
745,147,home,0,375,375
746,147,work,375,795,420
747,147,education,795,915,120
748,147,shop,915,960,45
749,147,home,960,1140,180
750,147,leisure,1140,1215,75
751,147,home,1215,1440,225
752,148,home,0,375,375
753,148,shop,375,435,60
754,148,work,435,1050,615
755,148,education,1050,1080,30
756,148,home,1080,1440,360
757,149,home,0,405,405
758,149,work,405,915,510
759,149,shop,915,960,45
760,149,home,960,1440,480
761,150,home,0,375,375
762,150,shop,375,435,60
763,150,leisure,435,495,60
764,150,work,495,975,480
765,150,education,975,1080,105
766,150,home,1080,1440,360
767,151,home,0,390,390
768,151,leisure,390,420,30
769,151,work,420,975,555
770,151,education,975,1080,105
771,151,home,1080,1440,360
772,152,home,0,375,375
773,152,work,375,810,435
774,152,education,810,1035,225
775,152,home,1035,1440,405
776,153,home,0,375,375
777,153,work,375,810,435
778,153,education,810,960,150
779,153,leisure,960,1020,60
780,153,home,1020,1440,420
781,154,home,0,390,390
782,154,shop,390,420,30
783,154,work,420,960,540
784,154,leisure,960,1035,75
785,154,home,1035,1440,405
786,155,home,0,420,420
787,155,work,420,975,555
788,155,leisure,975,1035,60
789,155,home,1035,1440,405
790,156,home,0,375,375
791,156,leisure,375,420,45
792,156,work,420,900,480
793,156,shop,900,960,60
794,156,home,960,1440,480
795,157,home,0,375,375
796,157,work,375,810,435
797,157,education,810,1035,225
798,157,home,1035,1230,195
799,157,leisure,1230,1275,45
800,157,home,1275,1440,165
801,158,home,0,375,375
802,158,shop,375,435,60
803,158,work,435,930,495
804,158,leisure,930,1050,120
805,158,home,1050,1440,390
806,159,home,0,390,390
807,159,work,390,810,420
808,159,education,810,945,135
809,159,shop,945,960,15
810,159,home,960,1170,210
811,159,leisure,1170,1230,60
812,159,home,1230,1440,210
813,160,home,0,390,390
814,160,work,390,990,600
815,160,education,990,1080,90
816,160,home,1080,1440,360
817,161,home,0,375,375
818,161,leisure,375,420,45
819,161,work,420,1005,585
820,161,shop,1005,1020,15
821,161,home,1020,1440,420
822,162,home,0,375,375
823,162,shop,375,390,15
824,162,work,390,825,435
825,162,education,825,990,165
826,162,home,990,1440,450
827,163,home,0,375,375
828,163,shop,375,390,15
829,163,work,390,810,420
830,163,education,810,945,135
831,163,leisure,945,1020,75
832,163,home,1020,1440,420
833,164,home,0,420,420
834,164,work,420,885,465
835,164,shop,885,960,75
836,164,home,960,1440,480
837,165,home,0,375,375
838,165,work,375,795,420
839,165,education,795,930,135
840,165,shop,930,960,30
841,165,home,960,1440,480
842,166,home,0,390,390
843,166,work,390,810,420
844,166,education,810,1005,195
845,166,shop,1005,1020,15
846,166,home,1020,1440,420
847,167,home,0,390,390
848,167,work,390,825,435
849,167,education,825,975,150
850,167,home,975,1440,465
851,168,home,0,390,390
852,168,shop,390,420,30
853,168,work,420,1050,630
854,168,education,1050,1080,30
855,168,home,1080,1440,360
856,169,home,0,390,390
857,169,shop,390,450,60
858,169,education,450,585,135
859,169,work,585,1050,465
860,169,home,1050,1440,390
861,170,home,0,405,405
862,170,shop,405,435,30
863,170,leisure,435,450,15
864,170,work,450,930,480
865,170,shop,930,960,30
866,170,home,960,1440,480
867,171,home,0,405,405
868,171,shop,405,450,45
869,171,work,450,945,495
870,171,leisure,945,1020,75
871,171,home,1020,1440,420
872,172,home,0,405,405
873,172,shop,405,465,60
874,172,work,465,1005,540
875,172,education,1005,1080,75
876,172,home,1080,1440,360
877,173,home,0,390,390
878,173,leisure,390,450,60
879,173,work,450,975,525
880,173,education,975,1080,105
881,173,home,1080,1440,360
882,174,home,0,405,405
883,174,work,405,855,450
884,174,shop,855,930,75
885,174,home,930,1440,510
886,175,home,0,375,375
887,175,shop,375,405,30
888,175,work,405,945,540
889,175,leisure,945,1035,90
890,175,home,1035,1440,405
891,176,home,0,375,375
892,176,shop,375,405,30
893,176,work,405,930,525
894,176,shop,930,960,30
895,176,home,960,1140,180
896,176,education,1140,1155,15
897,176,home,1155,1440,285
898,177,home,0,375,375
899,177,shop,375,420,45
900,177,work,420,945,525
901,177,leisure,945,1035,90
902,177,home,1035,1440,405
903,178,home,0,405,405
904,178,work,405,825,420
905,178,education,825,960,135
906,178,shop,960,975,15
907,178,home,975,1440,465
908,179,home,0,390,390
909,179,shop,390,435,45
910,179,work,435,870,435
911,179,home,870,1080,210
912,179,education,1080,1095,15
913,179,home,1095,1440,345
914,180,home,0,405,405
915,180,work,405,945,540
916,180,leisure,945,1035,90
917,180,home,1035,1440,405
918,181,home,0,375,375
919,181,work,375,795,420
920,181,education,795,915,120
921,181,shop,915,960,45
922,181,home,960,1440,480
923,182,home,0,375,375
924,182,work,375,825,450
925,182,shop,825,945,120
926,182,home,945,1440,495
927,183,home,0,375,375
928,183,shop,375,450,75
929,183,work,450,915,465
930,183,leisure,915,990,75
931,183,home,990,1440,450
932,184,home,0,375,375
933,184,shop,375,390,15
934,184,work,390,825,435
935,184,education,825,1050,225
936,184,home,1050,1440,390
937,185,home,0,390,390
938,185,work,390,810,420
939,185,education,810,975,165
940,185,shop,975,990,15
941,185,home,990,1440,450
942,186,home,0,390,390
943,186,shop,390,420,30
944,186,work,420,945,525
945,186,leisure,945,1050,105
946,186,home,1050,1440,390
947,187,home,0,390,390
948,187,shop,390,405,15
949,187,work,405,1005,600
950,187,shop,1005,1020,15
951,187,home,1020,1440,420
952,188,home,0,375,375
953,188,leisure,375,435,60
954,188,work,435,1020,585
955,188,education,1020,1080,60
956,188,home,1080,1440,360
957,189,home,0,375,375
958,189,work,375,810,435
959,189,shop,810,870,60
960,189,home,870,1080,210
961,189,leisure,1080,1155,75
962,189,home,1155,1440,285
963,190,home,0,405,405
964,190,shop,405,465,60
965,190,work,465,915,450
966,190,leisure,915,975,60
967,190,home,975,1440,465
968,191,home,0,390,390
969,191,work,390,975,585
970,191,education,975,1065,90
971,191,home,1065,1440,375
972,192,home,0,405,405
973,192,shop,405,420,15
974,192,work,420,990,570
975,192,education,990,1080,90
976,192,home,1080,1440,360
977,193,home,0,375,375
978,193,shop,375,390,15
979,193,work,390,915,525
980,193,shop,915,960,45
981,193,home,960,1170,210
982,193,leisure,1170,1245,75
983,193,home,1245,1440,195
984,194,home,0,375,375
985,194,work,375,810,435
986,194,education,810,990,180
987,194,shop,990,1005,15
988,194,home,1005,1440,435
989,195,home,0,405,405
990,195,leisure,405,435,30
991,195,work,435,960,525
992,195,leisure,960,1035,75
993,195,home,1035,1440,405
994,196,home,0,375,375
995,196,work,375,960,585
996,196,leisure,960,1020,60
997,196,home,1020,1440,420
998,197,home,0,390,390
999,197,shop,390,420,30
1000,197,work,420,1005,585
1001,197,education,1005,1080,75
1002,197,home,1080,1440,360
1003,198,home,0,375,375
1004,198,shop,375,405,30
1005,198,education,405,525,120
1006,198,work,525,960,435
1007,198,leisure,960,1020,60
1008,198,home,1020,1440,420
1009,199,home,0,375,375
1010,199,shop,375,390,15
1011,199,work,390,810,420
1012,199,education,810,930,120
1013,199,shop,930,960,30
1014,199,home,960,1440,480
1015,200,home,0,405,405
1016,200,work,405,960,555
1017,200,leisure,960,1080,120
1018,200,home,1080,1440,360
1019,201,home,0,375,375
1020,201,work,375,915,540
1021,201,leisure,915,990,75
1022,201,home,990,1440,450
1023,202,home,0,390,390
1024,202,work,390,990,600
1025,202,shop,990,1005,15
1026,202,home,1005,1440,435
1027,203,home,0,390,390
1028,203,work,390,975,585
1029,203,education,975,1080,105
1030,203,home,1080,1440,360
1031,204,home,0,390,390
1032,204,shop,390,435,45
1033,204,work,435,930,495
1034,204,leisure,930,1005,75
1035,204,home,1005,1440,435
1036,205,home,0,375,375
1037,205,work,375,780,405
1038,205,education,780,930,150
1039,205,shop,930,960,30
1040,205,home,960,1440,480
1041,206,home,0,390,390
1042,206,shop,390,450,60
1043,206,work,450,1050,600
1044,206,education,1050,1080,30
1045,206,home,1080,1440,360
1046,207,home,0,375,375
1047,207,shop,375,420,45
1048,207,work,420,1005,585
1049,207,education,1005,1080,75
1050,207,home,1080,1440,360
1051,208,home,0,405,405
1052,208,work,405,915,510
1053,208,leisure,915,990,75
1054,208,home,990,1440,450
1055,209,home,0,390,390
1056,209,shop,390,450,60
1057,209,work,450,975,525
1058,209,leisure,975,1080,105
1059,209,home,1080,1440,360
1060,210,home,0,375,375
1061,210,shop,375,435,60
1062,210,work,435,1005,570
1063,210,education,1005,1080,75
1064,210,home,1080,1440,360
1065,211,home,0,375,375
1066,211,work,375,795,420
1067,211,education,795,915,120
